,name_id,defect_rate,term,name,sex,party,partyGroup,areaName,onboardDate,leaveFlag,leaveDate,leaveReason,party_num,party_group_num,birth_date,age,place_of_birth,degree,incumbent,valid_votes,total_votes,electorate,pop,electorate_over_pop_pct,total_votes_over_electorate_pct,elected_over_cands_pct,vote,vote_over_total_votes_pct,vote_margin,vote_over_total_votes_pct_margin,constituency,tier,lnpopudensity,experience,defect_date,defect_period,president,vice_president
45,222,0.19187358916478556,10,邱議瑩,2,民主進步黨,民主進步黨,高雄市第1選舉區,2020-02-01,否,,,16,16,1971-06-01,48,臺灣省,5,1,163742,166731,222799,259574,85.83,74.83,20.0,91561,55.92,36188,22.1,高雄市1,1,4.533029508210409,4,,,0,0
46,225,0.03837471783295711,10,郭國文,1,民主進步黨,民主進步黨,臺南市第2選舉區,2020-02-01,否,,,16,16,1967-03-11,52,臺南市,6,1,187757,191450,254746,303550,83.92,75.15,33.33,120097,63.96,53827,28.660000000000004,臺南市2,1,5.618406123918725,1,,,0,0
47,235,0.03611738148984198,10,鄭運鵬,1,民主進步黨,民主進步黨,桃園市第1選舉區,2020-02-01,否,,,16,16,1973-06-02,46,臺北市,4,1,227105,230633,311150,397712,78.24,74.12,20.0,104735,46.12,6948,3.059999999999995,桃園市1,1,7.59965167764043,2,,,0,0
48,239,0.033860045146726865,10,鍾佳濱,1,民主進步黨,民主進步黨,屏東縣第1選舉區,2020-02-01,否,,,16,16,1965-02-23,54,高雄市,5,1,241913,245031,323633,383199,84.46,75.71,16.67,119871,49.55,29404,12.149999999999999,屏東縣1,1,5.757449615905137,1,,,0,0
49,242,0.10835214446952596,10,陳亭妃,2,民主進步黨,民主進步黨,臺南市第3選舉區,2020-02-01,否,,,16,16,1974-07-19,45,臺南市,6,1,196086,200635,263159,324497,81.1,76.24,25.0,136815,69.77,83929,42.8,臺南市3,1,7.712886491207451,3,,,0,0
50,251,0.3261851015801354,10,陳明文,1,民主進步黨,民主進步黨,嘉義縣第2選舉區,2020-02-01,否,,,16,16,1954-05-13,65,臺灣省,4,1,156344,162134,222860,262683,84.84,72.75,16.67,72141,46.14,7726,4.939999999999998,嘉義縣2,1,5.085309772421717,4,,,0,0
51,257,0.011286681715575621,10,陳歐珀,1,民主進步黨,民主進步黨,宜蘭縣選舉區,2020-02-01,否,,,16,16,1962-10-12,57,臺灣省,5,1,262850,268198,362603,436820,83.01,73.96,16.67,121526,46.23,32146,12.229999999999997,宜蘭縣,1,5.130785895226717,2,,,0,0
52,261,0.07562076749435666,10,陳瑩,2,民主進步黨,民主進步黨,平地原住民選舉區,2020-02-01,否,,,16,16,1972-11-15,47,臺灣省,5,1,,,,,,,,,,,,平地原住民,3,,3,,,0,0
53,265,0.010158013544018058,10,陳秀寳,2,民主進步黨,民主進步黨,彰化縣第1選舉區,2020-02-01,否,,,16,16,1972-10-11,47,臺灣省,4,2,184881,189184,253540,315726,80.3,74.62,50.0,96191,52.03,7501,4.060000000000002,彰化縣1,1,7.149720584536935,0,,,0,0
54,267,0.0056433408577878106,10,陳素月,2,民主進步黨,民主進步黨,彰化縣第4選舉區,2020-02-01,否,,,16,16,1966-01-18,53,臺灣省,5,1,194183,198634,263751,323451,81.54,75.31,14.29,103740,53.42,25137,12.940000000000005,彰化縣4,1,6.614792622086431,2,,,0,0
55,277,0.0327313769751693,10,高嘉瑜,2,民主進步黨,民主進步黨,臺北市第4選舉區,2020-02-01,否,,,16,16,1980-10-17,39,臺灣省,5,2,249658,252359,324765,402232,80.74,77.71,14.29,125138,50.12,6706,2.6799999999999997,臺北市4,1,8.712671155226383,0,,,0,0
56,284,0.003386004514672686,10,黃世杰,1,民主進步黨,民主進步黨,桃園市第2選舉區,2020-02-01,否,,,16,16,1979-01-05,40,臺北市,5,2,216810,220217,296132,371904,79.63,74.36,20.0,111963,51.64,12682,5.850000000000001,桃園市2,1,6.742031218535414,0,,,0,0
57,294,0.04288939051918736,10,黃秀芳,2,民主進步黨,民主進步黨,彰化縣第2選舉區,2020-02-01,否,,,16,16,1971-11-10,48,臺灣省,4,1,184024,186677,241162,299131,80.62,77.41,33.33,83013,45.11,4836,2.6300000000000026,彰化縣2,1,7.451154573179616,1,,,0,0
58,289,0.3781038374717833,10,黃國書,1,無黨籍,0無,臺中市第6選舉區,2020-02-01,否,,,999,999,1964-01-03,55,臺灣省,5,1,202324,205815,268406,333634,80.45,76.68,20.0,113128,55.91,32650,16.129999999999995,臺中市6,1,9.37877258350921,2,2021-10-17,2,0,0
59,289,0.3781038374717833,10,黃國書,1,民主進步黨,民主進步黨,臺中市第6選舉區,2020-02-01,否,,,16,16,1964-01-03,55,臺灣省,5,1,202324,205815,268406,333634,80.45,76.68,20.0,113128,55.91,32650,16.129999999999995,臺中市6,1,9.37877258350921,2,2021-10-17,1,0,0
